query_table,join_table,join_column,query_set_size,join_set_size,joinability,processed,jsim
7111141-2_0,7111141-2_6,route,16,22,7,True,0.22580645161290322
22643867-4_0,22643867-4_1,player,9,36,7,False,0.18421052631578946
22643867-4_0,22643867-4_2,player,9,10,4,False,0.26666666666666666
22643867-4_0,22643867-4_3,player,9,23,4,False,0.14285714285714285
22643867-4_0,22643867-4_4,player,9,29,7,False,0.22580645161290322
22643867-4_0,22643867-4_5,player,9,18,7,False,0.35
22643867-4_0,22643867-4_6,player,9,19,3,False,0.12
22643867-4_0,22643867-4_7,player,9,8,4,False,0.3076923076923077
22643867-4_0,22643867-4_8,player,9,27,5,False,0.16129032258064516
22643867-4_0,22643867-4_9,player,9,24,7,False,0.2692307692307692
22643867-4_0,22643867-4_10,player,9,31,5,True,0.14285714285714285
8699175-1_0,8699175-1_1,name,33,35,11,False,0.19298245614035087
8699175-1_0,8699175-1_2,name,33,31,13,False,0.2549019607843137
8699175-1_0,8699175-1_3,name,33,17,11,False,0.28205128205128205
8699175-1_0,8699175-1_4,name,33,73,26,False,0.325
8699175-1_0,8699175-1_5,name,33,54,19,False,0.27941176470588236
8699175-1_0,8699175-1_6,name,33,54,11,False,0.14473684210526316
8699175-1_0,8699175-1_7,name,33,54,28,True,0.4745762711864407
13026076-15_0,13026076-15_1,name,8,11,5,False,0.35714285714285715
24612355-2_0,24612355-2_1,season season season,58,48,25,False,0.30864197530864196
24612355-2_0,24612355-2_2,season season season,58,95,51,False,0.5
24612355-2_0,24612355-2_3,season season season,58,74,40,False,0.43478260869565216
24612355-2_0,24612355-2_4,season season season,58,76,48,False,0.5581395348837209
24612355-2_0,24612355-2_5,season season season,58,58,18,False,0.1836734693877551
24612355-2_0,24612355-2_6,season season season,58,82,44,False,0.4583333333333333
24612355-2_0,24612355-2_7,season season season,58,88,50,False,0.5208333333333334
24612355-2_0,24612355-2_8,season season season,58,56,46,False,0.6764705882352942
24612355-2_0,24612355-2_9,season season season,58,42,23,True,0.2987012987012987
1531131-1_0,1531131-1_1,state ↑,7,17,5,False,0.2631578947368421
1531131-1_0,1531131-1_2,state ↑,7,7,3,False,0.2727272727272727
1531131-1_0,1531131-1_3,state ↑,7,15,4,False,0.2222222222222222
1531131-1_0,1531131-1_4,state ↑,7,26,4,False,0.13793103448275862
1531131-1_0,1531131-1_5,state ↑,7,24,5,False,0.19230769230769232
1531131-1_0,1531131-1_6,state ↑,7,14,3,False,0.16666666666666666
1531131-1_0,1531131-1_7,state ↑,7,9,3,False,0.23076923076923078
1531131-1_0,1531131-1_8,state ↑,7,30,5,False,0.15625
1531131-1_0,1531131-1_9,state ↑,7,14,4,True,0.23529411764705882
8070635-6_0,8070635-6_1,country,2,5,2,False,0.4
8070635-6_0,8070635-6_2,country,2,5,1,False,0.16666666666666666
8070635-6_0,8070635-6_3,country,2,3,2,False,0.6666666666666666
8070635-6_0,8070635-6_4,country,2,3,2,False,0.6666666666666666
8070635-6_0,8070635-6_5,country,2,5,1,False,0.16666666666666666
8070635-6_0,8070635-6_6,country,2,5,1,False,0.16666666666666666
8070635-6_0,8070635-6_7,country,2,6,1,True,0.14285714285714285
14685423-1_0,14685423-1_1,tournament,20,24,13,False,0.41935483870967744
14685423-1_0,14685423-1_2,tournament,20,37,17,False,0.425
14685423-1_0,14685423-1_3,tournament,20,20,8,False,0.25
14685423-1_0,14685423-1_4,tournament,20,33,15,False,0.39473684210526316
14685423-1_0,14685423-1_5,tournament,20,15,13,False,0.5909090909090909
14685423-1_0,14685423-1_6,tournament,20,37,15,False,0.35714285714285715
14685423-1_0,14685423-1_7,tournament,20,22,7,False,0.2
14685423-1_0,14685423-1_8,tournament,20,30,7,True,0.16279069767441862
26006419-1_0,26006419-1_1,station,19,22,13,False,0.4642857142857143
39916100-3_0,39916100-3_1,constituency,20,17,8,False,0.27586206896551724
39916100-3_0,39916100-3_2,constituency,20,28,12,False,0.3333333333333333
39916100-3_0,39916100-3_3,constituency,20,17,8,False,0.27586206896551724
39916100-3_0,39916100-3_4,constituency,20,17,9,False,0.32142857142857145
39916100-3_0,39916100-3_5,constituency,20,11,9,True,0.4090909090909091
545518-1_0,545518-1_1,year year,15,34,5,False,0.11363636363636363
545518-1_0,545518-1_2,year year,15,28,13,False,0.43333333333333335
8856512-3_0,8856512-3_1,rider,27,41,20,False,0.4166666666666667
8856512-3_0,8856512-3_2,rider,27,28,17,False,0.4473684210526316
8856512-3_0,8856512-3_3,rider,27,39,19,False,0.40425531914893614
8856512-3_0,8856512-3_4,rider,27,44,21,False,0.42
8856512-3_0,8856512-3_5,rider,27,27,15,True,0.38461538461538464
33216723-2_0,33216723-2_1,school,17,12,10,False,0.5263157894736842
33216723-2_0,33216723-2_2,school,17,21,12,False,0.46153846153846156
33216723-2_0,33216723-2_3,school,17,12,5,False,0.20833333333333334
33216723-2_0,33216723-2_4,school,17,25,8,True,0.23529411764705882
17159252-1_0,17159252-1_1,name,46,47,34,False,0.576271186440678
17159252-1_0,17159252-1_2,name,46,49,18,False,0.23376623376623376
17159252-1_0,17159252-1_3,name,46,45,39,False,0.75
15434294-2_0,15434294-2_1,nfl season nfl season,20,19,15,False,0.625
15434294-2_0,15434294-2_2,nfl season nfl season,20,35,14,False,0.34146341463414637
15434294-2_0,15434294-2_3,nfl season nfl season,20,36,11,False,0.24444444444444444
15434294-2_0,15434294-2_4,nfl season nfl season,20,11,7,False,0.2916666666666667
15434294-2_0,15434294-2_5,nfl season nfl season,20,35,6,False,0.12244897959183673
15434294-2_0,15434294-2_6,nfl season nfl season,20,34,13,True,0.3170731707317073
8163850-1_0,8163850-1_1,wrestler:,22,21,14,False,0.4827586206896552
8163850-1_0,8163850-1_2,wrestler:,22,26,16,False,0.5
8163850-1_0,8163850-1_3,wrestler:,22,29,16,False,0.45714285714285713
24156317-1_0,24156317-1_1,name on the register,19,21,11,False,0.3793103448275862
24156317-1_0,24156317-1_2,name on the register,19,12,10,False,0.47619047619047616
24156317-1_0,24156317-1_3,name on the register,19,16,13,False,0.5909090909090909
24156317-1_0,24156317-1_4,name on the register,19,17,6,False,0.2
24156317-1_0,24156317-1_5,name on the register,19,18,8,False,0.27586206896551724
24156317-1_0,24156317-1_6,name on the register,19,20,15,False,0.625
24156317-1_0,24156317-1_7,name on the register,19,20,8,True,0.25806451612903225
3788239-1_0,3788239-1_1,nation,6,26,3,False,0.10344827586206896
3788239-1_0,3788239-1_2,nation,6,16,2,False,0.1
18656607-1_0,18656607-1_1,county,31,41,19,False,0.3584905660377358
18656607-1_0,18656607-1_2,county,31,41,23,False,0.46938775510204084
18656607-1_0,18656607-1_3,county,31,48,23,False,0.4107142857142857
18656607-1_0,18656607-1_4,county,31,28,12,False,0.2553191489361702
18656607-1_0,18656607-1_5,county,31,43,23,False,0.45098039215686275
18656607-1_0,18656607-1_6,county,31,33,26,False,0.6842105263157895
18656607-1_0,18656607-1_7,county,31,27,21,True,0.5675675675675675
5322861-1_0,5322861-1_1,party,11,10,4,False,0.23529411764705882
39344383-1_0,39344383-1_1,mountain,95,113,51,False,0.3248407643312102
39344383-1_0,39344383-1_2,mountain,95,72,48,False,0.40336134453781514
32839226-1_0,32839226-1_1,name,67,80,58,False,0.651685393258427
32839226-1_0,32839226-1_2,name,67,103,50,False,0.4166666666666667
32839226-1_0,32839226-1_3,name,67,87,47,False,0.4392523364485981
32839226-1_0,32839226-1_4,name,67,103,50,False,0.4166666666666667
32839226-1_0,32839226-1_5,name,67,84,38,False,0.336283185840708
32839226-1_0,32839226-1_6,name,67,52,37,False,0.45121951219512196
32839226-1_0,32839226-1_7,name,67,48,41,False,0.5540540540540541
32839226-1_0,32839226-1_8,name,67,74,35,True,0.330188679245283
683290-21_0,683290-21_1,title,25,35,10,False,0.2
683290-21_0,683290-21_2,title,25,57,15,False,0.22388059701492538
683290-21_0,683290-21_3,title,25,43,8,False,0.13333333333333333
9452052-8_0,9452052-8_1,name,18,48,13,False,0.24528301886792453
9452052-8_0,9452052-8_2,name,18,32,15,False,0.42857142857142855
9452052-8_0,9452052-8_3,name,18,34,11,False,0.2682926829268293
9452052-8_0,9452052-8_4,name,18,19,9,False,0.32142857142857145
9452052-8_0,9452052-8_5,name,18,39,13,False,0.29545454545454547
9452052-8_0,9452052-8_6,name,18,27,9,False,0.25
9452052-8_0,9452052-8_7,name,18,32,14,False,0.3888888888888889
9452052-8_0,9452052-8_8,name,18,23,14,True,0.5185185185185185
10206086-1_0,10206086-1_1,2010 census,3,4,3,False,0.75
10206086-1_0,10206086-1_2,2010 census,3,4,3,False,0.75
10206086-1_0,10206086-1_3,2010 census,3,3,3,False,1.0
10206086-1_0,10206086-1_4,2010 census,3,4,3,False,0.75
10206086-1_0,10206086-1_5,2010 census,3,3,3,False,1.0
10206086-1_0,10206086-1_6,2010 census,3,3,3,False,1.0
10206086-1_0,10206086-1_7,2010 census,3,3,2,False,0.5
10206086-1_0,10206086-1_8,2010 census,3,4,3,False,0.75
10206086-1_0,10206086-1_9,2010 census,3,3,3,False,1.0
10206086-1_0,10206086-1_10,2010 census,3,4,3,True,0.75
9461522-1_0,9461522-1_1,season season,29,70,23,False,0.3026315789473684
38255718-1_0,38255718-1_1,opera,20,26,18,False,0.6428571428571429
38255718-1_0,38255718-1_2,opera,20,24,18,False,0.6923076923076923
38255718-1_0,38255718-1_3,opera,20,27,19,False,0.6785714285714286
38255718-1_0,38255718-1_4,opera,20,28,19,False,0.6551724137931034
38255718-1_0,38255718-1_5,opera,20,25,18,False,0.6666666666666666
38255718-1_0,38255718-1_6,opera,20,25,19,False,0.7307692307692307
38255718-1_0,38255718-1_7,opera,20,23,16,False,0.5925925925925926
38255718-1_0,38255718-1_8,opera,20,23,19,False,0.7916666666666666
38255718-1_0,38255718-1_9,opera,20,13,11,True,0.5
39900260-1_0,39900260-1_1,holder,41,31,12,False,0.2
39900260-1_0,39900260-1_2,holder,41,63,19,False,0.2235294117647059
39900260-1_0,39900260-1_3,holder,41,48,27,False,0.43548387096774194
39900260-1_0,39900260-1_4,holder,41,64,33,False,0.4583333333333333
39900260-1_0,39900260-1_5,holder,41,54,27,False,0.39705882352941174
39900260-1_0,39900260-1_6,holder,41,37,18,False,0.3
39900260-1_0,39900260-1_7,holder,41,39,14,False,0.21212121212121213
39900260-1_0,39900260-1_8,holder,41,52,30,True,0.47619047619047616
25835853-1_0,25835853-1_1,compound,39,65,18,False,0.20930232558139536
25835853-1_0,25835853-1_2,compound,39,66,19,False,0.22093023255813954
25835853-1_0,25835853-1_3,compound,39,41,21,False,0.3559322033898305
25820786-7_0,25820786-7_1,player,13,13,10,False,0.625
25820786-7_0,25820786-7_2,player,13,31,7,False,0.1891891891891892
25820786-7_0,25820786-7_3,player,13,26,10,False,0.3448275862068966
25820786-7_0,25820786-7_4,player,13,27,5,True,0.14285714285714285
36716499-20_0,36716499-20_1,show,16,62,7,False,0.09859154929577464
36716499-20_0,36716499-20_2,show,16,55,8,False,0.12698412698412698
36716499-20_0,36716499-20_3,show,16,67,7,False,0.09210526315789473
36716499-20_0,36716499-20_4,show,16,28,12,False,0.375
36716499-20_0,36716499-20_5,show,16,19,8,False,0.2962962962962963
36716499-20_0,36716499-20_6,show,16,34,6,False,0.13636363636363635
36716499-20_0,36716499-20_7,show,16,33,5,False,0.11363636363636363
36716499-20_0,36716499-20_8,show,16,61,6,False,0.08450704225352113
36716499-20_0,36716499-20_9,show,16,23,9,False,0.3
36716499-20_0,36716499-20_10,show,16,25,6,True,0.17142857142857143
14057434-4_0,14057434-4_1,player,16,15,7,False,0.2916666666666667
14057434-4_0,14057434-4_2,player,16,20,12,False,0.5
14057434-4_0,14057434-4_3,player,16,22,5,False,0.15151515151515152
14057434-4_0,14057434-4_4,player,16,19,6,False,0.20689655172413793
14057434-4_0,14057434-4_5,player,16,21,11,False,0.4230769230769231
14057434-4_0,14057434-4_6,player,16,31,13,False,0.38235294117647056
14057434-4_0,14057434-4_7,player,16,19,4,False,0.12903225806451613
14057434-4_0,14057434-4_8,player,16,13,8,False,0.38095238095238093
14057434-4_0,14057434-4_9,player,16,22,6,False,0.1875
14057434-4_0,14057434-4_10,player,16,12,6,True,0.2727272727272727
11750987-1_0,11750987-1_1,stadium,14,32,9,False,0.24324324324324326
27900060-1_0,27900060-1_1,title,11,20,6,False,0.24
27900060-1_0,27900060-1_2,title,11,25,9,False,0.3333333333333333
27900060-1_0,27900060-1_3,title,11,12,9,False,0.6428571428571429
27900060-1_0,27900060-1_4,title,11,17,6,False,0.2727272727272727
27900060-1_0,27900060-1_5,title,11,19,7,False,0.30434782608695654
27900060-1_0,27900060-1_6,title,11,15,8,False,0.4444444444444444
27900060-1_0,27900060-1_7,title,11,11,7,True,0.4666666666666667
26214364-1_0,26214364-1_1,name,14,16,5,False,0.2
26214364-1_0,26214364-1_2,name,14,15,7,False,0.3181818181818182
26214364-1_0,26214364-1_3,name,14,21,6,False,0.20689655172413793
26214364-1_0,26214364-1_4,name,14,22,5,False,0.16129032258064516
26214364-1_0,26214364-1_5,name,14,17,5,False,0.19230769230769232
26214364-1_0,26214364-1_6,name,14,18,9,False,0.391304347826087
26214364-1_0,26214364-1_7,name,14,13,6,False,0.2857142857142857
26214364-1_0,26214364-1_8,name,14,32,12,False,0.35294117647058826
26214364-1_0,26214364-1_9,name,14,22,5,True,0.16129032258064516
22152351-2_0,22152351-2_1,name / name of act,21,19,13,False,0.48148148148148145
22152351-2_0,22152351-2_2,name / name of act,21,16,8,False,0.27586206896551724
22152351-2_0,22152351-2_3,name / name of act,21,16,7,False,0.23333333333333334
22152351-2_0,22152351-2_4,name / name of act,21,25,11,False,0.3142857142857143
22152351-2_0,22152351-2_5,name / name of act,21,21,14,False,0.5
22152351-2_0,22152351-2_6,name / name of act,21,30,14,False,0.3783783783783784
22152351-2_0,22152351-2_7,name / name of act,21,22,12,False,0.3870967741935484
22152351-2_0,22152351-2_8,name / name of act,21,20,14,False,0.5185185185185185
22152351-2_0,22152351-2_9,name / name of act,21,25,12,False,0.35294117647058826
22152351-2_0,22152351-2_10,name / name of act,21,24,7,True,0.18421052631578946
17654130-1_0,17654130-1_1,country,111,136,49,False,0.2474747474747475
17654130-1_0,17654130-1_2,country,111,82,40,False,0.26143790849673204
17654130-1_0,17654130-1_3,country,111,144,42,False,0.19718309859154928
17654130-1_0,17654130-1_4,country,111,138,86,False,0.5276073619631901
17654130-1_0,17654130-1_5,country,111,145,72,False,0.391304347826087
17654130-1_0,17654130-1_6,country,111,132,83,False,0.51875
17654130-1_0,17654130-1_7,country,111,80,65,False,0.5158730158730159
17654130-1_0,17654130-1_8,country,111,98,65,True,0.4513888888888889
16993354-36_0,16993354-36_1,artist,61,116,52,False,0.416
35346853-1_0,35346853-1_1,player,22,31,13,False,0.325
35346853-1_0,35346853-1_2,player,22,13,8,False,0.2962962962962963
772092-2_0,772092-2_1,brand,11,7,4,False,0.2857142857142857
772092-2_0,772092-2_2,brand,11,24,7,False,0.25
772092-2_0,772092-2_3,brand,11,28,8,False,0.25806451612903225
772092-2_0,772092-2_4,brand,11,7,5,False,0.38461538461538464
772092-2_0,772092-2_5,brand,11,16,8,True,0.42105263157894735
1512570-1_0,1512570-1_1,name,67,98,59,False,0.5566037735849056
1512570-1_0,1512570-1_2,name,67,60,37,False,0.4111111111111111
1512570-1_0,1512570-1_3,name,67,65,45,False,0.5172413793103449
28988745-1_0,28988745-1_1,institution,66,43,20,False,0.2247191011235955
28988745-1_0,28988745-1_2,institution,66,46,31,False,0.38271604938271603
28988745-1_0,28988745-1_3,institution,66,59,36,False,0.4044943820224719
28988745-1_0,28988745-1_4,institution,66,43,19,False,0.2111111111111111
28988745-1_0,28988745-1_5,institution,66,42,26,False,0.3170731707317073
28988745-1_0,28988745-1_6,institution,66,83,48,True,0.4752475247524752
37127560-1_0,37127560-1_1,name,24,28,13,False,0.3333333333333333
37127560-1_0,37127560-1_2,name,24,34,17,False,0.4146341463414634
37127560-1_0,37127560-1_3,name,24,30,12,False,0.2857142857142857
32303628-4_0,32303628-4_1,club,20,15,10,False,0.4
32303628-4_0,32303628-4_2,club,20,13,6,False,0.2222222222222222
32303628-4_0,32303628-4_3,club,20,24,7,False,0.1891891891891892
32303628-4_0,32303628-4_4,club,20,26,17,False,0.5862068965517241
32303628-4_0,32303628-4_5,club,20,24,11,False,0.3333333333333333
32303628-4_0,32303628-4_6,club,20,29,14,False,0.4
32303628-4_0,32303628-4_7,club,20,27,10,False,0.2702702702702703
32303628-4_0,32303628-4_8,club,20,26,14,False,0.4375
32303628-4_0,32303628-4_9,club,20,17,11,True,0.4230769230769231
29575556-3_0,29575556-3_1,name,22,40,17,False,0.37777777777777777
29575556-3_0,29575556-3_2,name,22,49,16,False,0.2909090909090909
29575556-3_0,29575556-3_3,name,22,28,18,False,0.5625
29575556-3_0,29575556-3_4,name,22,38,19,True,0.4634146341463415
3184179-1_0,3184179-1_1,name,21,21,14,False,0.5
3184179-1_0,3184179-1_2,name,21,23,15,False,0.5172413793103449
3184179-1_0,3184179-1_3,name,21,29,13,False,0.35135135135135137
3184179-1_0,3184179-1_4,name,21,25,14,False,0.4375
3184179-1_0,3184179-1_5,name,21,19,13,False,0.48148148148148145
3184179-1_0,3184179-1_6,name,21,12,8,False,0.32
3184179-1_0,3184179-1_7,name,21,32,19,False,0.5588235294117647
3184179-1_0,3184179-1_8,name,21,25,13,True,0.3939393939393939
2388-2_0,2388-2_1,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,35,16,False,0.3902439024390244
2388-2_0,2388-2_2,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,9,7,False,0.2916666666666667
2388-2_0,2388-2_3,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,14,12,False,0.5
2388-2_0,2388-2_4,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,13,9,False,0.34615384615384615
2388-2_0,2388-2_5,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,26,17,False,0.5483870967741935
2388-2_0,2388-2_6,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,17,13,False,0.5
2388-2_0,2388-2_7,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,38,19,False,0.4634146341463415
2388-2_0,2388-2_8,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,19,10,False,0.3225806451612903
2388-2_0,2388-2_9,drug wrong format. 9780071624428 please leave out any hyphens (-) in the isbn number. (check position ),22,17,15,True,0.625
18026409-6_0,18026409-6_1,player,6,21,2,False,0.08
18026409-6_0,18026409-6_2,player,6,16,3,False,0.15789473684210525
18026409-6_0,18026409-6_3,player,6,11,2,False,0.13333333333333333
18026409-6_0,18026409-6_4,player,6,7,2,False,0.18181818181818182
18026409-6_0,18026409-6_5,player,6,9,2,True,0.15384615384615385
26900850-2_0,26900850-2_1,riding,51,44,18,False,0.23376623376623376
26900850-2_0,26900850-2_2,riding,51,73,34,False,0.37777777777777777
26900850-2_0,26900850-2_3,riding,51,31,19,False,0.30158730158730157
26900850-2_0,26900850-2_4,riding,51,54,15,False,0.16666666666666666
26900850-2_0,26900850-2_5,riding,51,47,27,True,0.38028169014084506
6938545-1_0,6938545-1_1,title,11,35,6,False,0.15
6938545-1_0,6938545-1_2,title,11,37,6,False,0.14285714285714285
22233368-1_0,22233368-1_1,name on the register,33,41,16,False,0.27586206896551724
22233368-1_0,22233368-1_2,name on the register,33,37,15,False,0.2727272727272727
22233368-1_0,22233368-1_3,name on the register,33,51,25,False,0.423728813559322
22233368-1_0,22233368-1_4,name on the register,33,50,24,False,0.4067796610169492
22233368-1_0,22233368-1_5,name on the register,33,56,29,True,0.48333333333333334
27871460-1_0,27871460-1_1,city,165,151,112,False,0.5490196078431373
27871460-1_0,27871460-1_2,city,165,143,93,False,0.4325581395348837
36973635-2_0,36973635-2_1,nation,16,18,5,False,0.1724137931034483
36973635-2_0,36973635-2_2,nation,16,24,13,False,0.48148148148148145
36973635-2_0,36973635-2_3,nation,16,17,7,False,0.2692307692307692
36973635-2_0,36973635-2_4,nation,16,17,10,False,0.43478260869565216
36973635-2_0,36973635-2_5,nation,16,13,5,False,0.20833333333333334
36973635-2_0,36973635-2_6,nation,16,18,8,False,0.3076923076923077
36973635-2_0,36973635-2_7,nation,16,16,13,False,0.6842105263157895
36973635-2_0,36973635-2_8,nation,16,11,5,True,0.22727272727272727
20575427-1_0,20575427-1_1,county,99,193,69,False,0.3094170403587444
20575427-1_0,20575427-1_2,county,99,74,54,False,0.453781512605042
20575427-1_0,20575427-1_3,county,99,162,49,False,0.23113207547169812
20575427-1_0,20575427-1_4,county,99,204,67,False,0.2838983050847458
20575427-1_0,20575427-1_5,county,99,175,76,False,0.3838383838383838
20575427-1_0,20575427-1_6,county,99,133,58,False,0.3333333333333333
20575427-1_0,20575427-1_7,county,99,160,56,False,0.27586206896551724
20575427-1_0,20575427-1_8,county,99,112,29,False,0.15934065934065933
20575427-1_0,20575427-1_9,county,99,127,71,True,0.45806451612903226
1352064-3_0,1352064-3_1,song title,17,20,7,False,0.23333333333333334
1352064-3_0,1352064-3_2,song title,17,31,10,False,0.2631578947368421
1352064-3_0,1352064-3_3,song title,17,21,11,False,0.4074074074074074
1352064-3_0,1352064-3_4,song title,17,21,7,False,0.22580645161290322
1352064-3_0,1352064-3_5,song title,17,35,15,False,0.40540540540540543
1352064-3_0,1352064-3_6,song title,17,26,14,True,0.4827586206896552
7618087-1_0,7618087-1_1,member states and sovereign territories,52,51,30,False,0.410958904109589
7618087-1_0,7618087-1_2,member states and sovereign territories,52,36,23,False,0.35384615384615387
3201452-15_0,3201452-15_1,title title,11,18,7,False,0.3181818181818182
3201452-15_0,3201452-15_2,title title,11,15,4,False,0.18181818181818182
3201452-15_0,3201452-15_3,title title,11,29,8,False,0.25
3201452-15_0,3201452-15_4,title title,11,15,8,True,0.4444444444444444
25310453-3_0,25310453-3_1,name,14,18,7,False,0.28
25310453-3_0,25310453-3_2,name,14,27,11,False,0.36666666666666664
22972987-1_0,22972987-1_1,name on the register,18,51,8,False,0.13114754098360656
18756507-1_0,18756507-1_1,country,35,24,17,False,0.40476190476190477
10782708-1_0,10782708-1_1,season,9,16,5,False,0.25
10782708-1_0,10782708-1_2,season,9,20,5,False,0.20833333333333334
10782708-1_0,10782708-1_3,season,9,16,6,False,0.3157894736842105
27923111-2_0,27923111-2_1,name,22,18,7,False,0.21212121212121213
27923111-2_0,27923111-2_2,name,22,36,12,False,0.2608695652173913
27923111-2_0,27923111-2_3,name,22,43,14,False,0.27450980392156865
27923111-2_0,27923111-2_4,name,22,51,16,False,0.2807017543859649
27923111-2_0,27923111-2_5,name,22,14,8,False,0.2857142857142857
27923111-2_0,27923111-2_6,name,22,30,10,False,0.23809523809523808
27923111-2_0,27923111-2_7,name,22,44,8,False,0.13793103448275862
27923111-2_0,27923111-2_8,name,22,39,15,False,0.32608695652173914
27923111-2_0,27923111-2_9,name,22,38,13,False,0.2765957446808511
27923111-2_0,27923111-2_10,name,22,55,17,True,0.2833333333333333
7008868-12_0,7008868-12_1,date,9,16,3,False,0.13636363636363635
7008868-12_0,7008868-12_2,date,9,10,5,False,0.35714285714285715
7008868-12_0,7008868-12_3,date,9,15,7,False,0.4117647058823529
7008868-12_0,7008868-12_4,date,9,27,3,False,0.09090909090909091
7008868-12_0,7008868-12_5,date,9,28,3,False,0.08823529411764706
7008868-12_0,7008868-12_6,date,9,37,6,False,0.15
7008868-12_0,7008868-12_7,date,9,19,5,False,0.21739130434782608
7008868-12_0,7008868-12_8,date,9,30,6,False,0.18181818181818182
7008868-12_0,7008868-12_9,date,9,23,7,True,0.28
36704777-1_0,36704777-1_1,description,8,25,3,False,0.1
36704777-1_0,36704777-1_2,description,8,20,2,False,0.07692307692307693
36704777-1_0,36704777-1_3,description,8,8,6,False,0.6
36704777-1_0,36704777-1_4,description,8,6,3,False,0.2727272727272727
36704777-1_0,36704777-1_5,description,8,20,4,False,0.16666666666666666
36704777-1_0,36704777-1_6,description,8,25,4,True,0.13793103448275862
11729923-2_0,11729923-2_1,title,8,5,3,False,0.3
11729923-2_0,11729923-2_2,title,8,26,5,False,0.1724137931034483
11729923-2_0,11729923-2_3,title,8,6,2,False,0.16666666666666666
11729923-2_0,11729923-2_4,title,8,14,5,False,0.29411764705882354
11729923-2_0,11729923-2_5,title,8,26,6,False,0.21428571428571427
11729923-2_0,11729923-2_6,title,8,7,3,False,0.25
11729923-2_0,11729923-2_7,title,8,20,4,False,0.16666666666666666
11729923-2_0,11729923-2_8,title,8,14,5,False,0.29411764705882354
11729923-2_0,11729923-2_9,title,8,11,5,False,0.35714285714285715
11729923-2_0,11729923-2_10,title,8,14,5,True,0.29411764705882354
23625190-9_0,23625190-9_1,name,40,48,27,False,0.4426229508196721
23625190-9_0,23625190-9_2,name,40,79,27,False,0.29347826086956524
19606048-1_0,19606048-1_1,name on the register,36,17,13,False,0.325
29997706-1_0,29997706-1_1,pop song,14,21,10,False,0.4
29997706-1_0,29997706-1_2,pop song,14,12,9,False,0.5294117647058824
29997706-1_0,29997706-1_3,pop song,14,15,8,False,0.38095238095238093
29997706-1_0,29997706-1_4,pop song,14,12,9,False,0.5294117647058824
29997706-1_0,29997706-1_5,pop song,14,17,9,False,0.4090909090909091
29997706-1_0,29997706-1_6,pop song,14,18,6,False,0.23076923076923078
29997706-1_0,29997706-1_7,pop song,14,17,3,False,0.10714285714285714
29997706-1_0,29997706-1_8,pop song,14,21,11,True,0.4583333333333333
24639562-3_0,24639562-3_1,name,32,60,22,False,0.3142857142857143
24639562-3_0,24639562-3_2,name,32,41,14,False,0.23728813559322035
24639562-3_0,24639562-3_3,name,32,20,15,False,0.40540540540540543
24639562-3_0,24639562-3_4,name,32,28,22,False,0.5789473684210527
24639562-3_0,24639562-3_5,name,32,32,15,False,0.30612244897959184
24639562-3_0,24639562-3_6,name,32,24,14,False,0.3333333333333333
24639562-3_0,24639562-3_7,name,32,50,23,False,0.3898305084745763
24639562-3_0,24639562-3_8,name,32,34,10,False,0.17857142857142858
24639562-3_0,24639562-3_9,name,32,44,15,True,0.2459016393442623
7092838-3_0,7092838-3_1,station,9,17,6,False,0.3
7092838-3_0,7092838-3_2,station,9,25,3,False,0.0967741935483871
7092838-3_0,7092838-3_3,station,9,12,3,False,0.16666666666666666
7092838-3_0,7092838-3_4,station,9,6,4,True,0.36363636363636365
7226221-1_0,7226221-1_1,city,55,45,38,False,0.6129032258064516
7226221-1_0,7226221-1_2,city,55,24,17,False,0.27419354838709675
7226221-1_0,7226221-1_3,city,55,66,35,False,0.4069767441860465
7226221-1_0,7226221-1_4,city,55,68,27,False,0.28125
7226221-1_0,7226221-1_5,city,55,69,27,False,0.27835051546391754
7226221-1_0,7226221-1_6,city,55,78,46,False,0.5287356321839081
7226221-1_0,7226221-1_7,city,55,61,21,False,0.22105263157894736
7226221-1_0,7226221-1_8,city,55,54,28,False,0.345679012345679
7226221-1_0,7226221-1_9,city,55,67,30,True,0.32608695652173914
38603090-2_0,38603090-2_1,title,35,40,22,False,0.41509433962264153
38514448-1_0,38514448-1_1,name,29,58,25,False,0.4032258064516129
38514448-1_0,38514448-1_2,name,29,58,11,False,0.14473684210526316
38514448-1_0,38514448-1_3,name,29,72,22,False,0.27848101265822783
38514448-1_0,38514448-1_4,name,29,83,21,False,0.23076923076923078
38514448-1_0,38514448-1_5,name,29,64,12,False,0.14814814814814814
38514448-1_0,38514448-1_6,name,29,50,23,False,0.4107142857142857
38514448-1_0,38514448-1_7,name,29,47,24,True,0.46153846153846156
