_id,ltable_id,rtable_id,label,ltable_name,ltable_brand,ltable_size,ltable_price,rtable_name,rtable_brand,rtable_size,rtable_price
3695,altosight_611,altosight_651,0,sandisk - usb dual drive ultra type c 16gb&nbsp;,sandisk,16.0,19.99,memoria sandisk microsdhc 16gb extreme pro,sandisk,16.0,24.99
3696,altosight_492,altosight_706,0,sony sd serie u 8gb r90 cl 10 performance,sony,8.0,16.9,intenso rainbow line - usb-stick - 4 gb - blau,intenso,4.0,7.95
3697,altosight_090,altosight_832,0,intenso premium line 64gb usb 3.0 (3534490),intenso,64.0,,tarjeta de memoria sd  sony 16gb experience,sony,16.0,15.99
3698,altosight_638,altosight_722,0,memoria usb lexar jumpdrive c20m usb3.0 - microusb 128gb pendrive ipec discount lexar,lexar,128.0,56.12,lexar jumpdrive v10 8gb (fp)-\n,lexar,8.0,9.04
3699,altosight_132,altosight_379,0,"kingston ultimate sdhc 16gb, uhs-i/class 10 (sda10/16gb)",kingston,16.0,17.99,"lexar jumpdrive v30 - memoria usb 2.0 de 32 gb, verde",lexar,32.0,10.35
3700,altosight_279,altosight_538,0,lexar jumpdrive c20m 128 gb micro-usb flash drive,lexar,128.0,43.75,clã© usb lexar 16gb jumpdrive v30 16go usb 2.0 type a blanc lecteur usb flash (mk1289619889),lexar,16.0,12.94
3701,altosight_201,altosight_409,0,"toshiba sdhc exceria pro 64gb, silber",toshiba,64.0,54.95,"kingston carte sda3/128gb sdhc/sdxc uhs-i u3, 128 gb vitesses 90r/80w",kingston,128.0,73.71
3702,altosight_505,altosight_737,0,sandisk ultra performance class 10 microsdxc memory card - 64 gb,sandisk,64.0,39.99,shop samsung 32-inch flat hd led tv series 5 ua32n5000 black online in egypt,samsung,,3199.0
3703,altosight_281,altosight_479,0,lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,30.86,kingston secure digital card high-capacity 4gb  (retail),kingston,4.0,7.99
3704,altosight_010,altosight_503,0,sandisk ultra plus class 10 sd memory card - 16 gb,sandisk,16.0,19.99,sandisk ultra performance class 10 microsdhc memory card - 32 gb,sandisk,32.0,29.99
3705,altosight_201,altosight_285,0,"toshiba sdhc exceria pro 64gb, silber",toshiba,64.0,54.95,sony usm128gqx 128 gb ram usb flash drive,sony,128.0,113.31
3706,altosight_112,altosight_728,0,sony unidad flash usb alta velocidad (8 gb) usm8gqx - pendrive / memoria usb en fnac.es,sony,8.0,,pny attachã© 4 - usb-flashstation - 128 gb\n,pny,128.0,36.51
3707,altosight_332,altosight_478,0,toshiba exceria pro n401 sdxc 128gb uhs-i u3 speicherkarte (bis zu 95mb/sek. lesen),toshiba,128.0,70.61,kingston sdxc class 10 uhs-i 256gb 256gb sdxc flash class 10,kingston,256.0,111.0
3708,altosight_352,altosight_550,0,lexar jumpdrive s25 32gb usb 3.0 flash drive ljds25-32gabeu (verde),lexar,32.0,,pendrive lexar jumpdrive s25 usb 3.0 64 gb,lexar,64.0,23.9
3709,altosight_514,altosight_798,0,karta pami?ci sony microsdhc 8 gb c4 + adapter,sony,8.0,49.0,tesco direct: pny attach 4 8gb usb 2.0 type-a black flash drive,pny,8.0,
3710,altosight_406,altosight_548,0,lexar p20 32go usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,46.02,sandisk micro sdhc 4 go - sdsdq004ge11m (1198491),sandisk,4.0,
3711,altosight_573,altosight_798,0,"toshiba exceria pro n401 sdxc kort 128 gb - minneskort, usb-minne",toshiba,128.0,849.0,tesco direct: pny attach 4 8gb usb 2.0 type-a black flash drive,pny,8.0,
3712,altosight_122,altosight_503,0,memoria sdhc sony 8gb class 10 / uhs i,sony,8.0,9.99,sandisk ultra performance class 10 microsdhc memory card - 32 gb,sandisk,32.0,29.99
3713,altosight_309,altosight_430,0,"toshiba 64gb microsdhc 64gb microsd uhs-i class 10 speicherkarte - speicherkarten (microsd, uhs-i, class 10, ipx7, schwarz, wasserfest, rã¶ntgenstrahlenbestã¤ndig)",toshiba,64.0,46.87,kingston data traveler 101 g2 chiavetta usb flash drive 16 gb,kingston,16.0,
3714,altosight_478,altosight_584,0,kingston sdxc class 10 uhs-i 256gb 256gb sdxc flash class 10,kingston,256.0,111.0,kingston data traveler 101 gen2 32gb usb 2.0 (czerwony),kingston,32.0,59.99
3715,altosight_334,altosight_425,0,"toshiba exceria pro n401 sdhc 32gb uhs-i u3 speicherkarte (bis zu 95mb/sek. lesen),toshiba,thn-n401s0320e4",toshiba,32.0,,"carte mã©moire microsdhc sandisk ultra plus 128 go, classe 10, vitesse de lecture allant jusqu'ã  80 mo/s + adaptateur sd",sandisk,128.0,74.99
3716,altosight_398,altosight_435,0,kingston carte sd professionnelles sda10/16gb uhs-i sdhc/sdxc classe 10 - 16go,kingston,16.0,13.91,"lexar ljds70-16gabeu jumpdrive s70 chiavetta usb 2.0, 16 gb, grigio",lexar,16.0,11.99
3717,altosight_305,altosight_819,0,"kingston datatraveler dt101g2 32 gb usb-stick usb 2.0 lila [amazon frustfreie verpackung],kingston,dt101g2/32gb",kingston,32.0,23.25,transcend 64gb sdxc uhs-ii u3 64gb sdxc uhs-ii classe 10 memoria flash,transcend,64.0,113.68
3718,altosight_120,altosight_815,0,intenso 3534490 - memoria usb llave usb en fnac.es,intenso,64.0,,lexar 8gb jumpdrive v10 8gb usb 2.0 tipo-a blu unitã  flash usb,lexar,128.0,8.99
3719,altosight_034,altosight_311,0,clã© usb intenso cl&amp;eacute; usb 8gb intenso flashdrive premium line 3.0 - blister aluminium (mk935883071),intenso,8.0,10.55,kingston datatraveler dtse9g2 8gb speicherstick usb 3.0 silber,kingston,8.0,
3720,altosight_445,altosight_784,0,"toshiba scheda di memoria microsdhc, 32gb - exceria - 95mb/s - uhs-i - u3",toshiba,32.0,31.49,tesco direct: kingston 16gb data traveler usb card,kingston,16.0,17.0
3721,altosight_525,altosight_570,0,clã© usb sandisk glide 128 gb 3.0 (4194551),sandisk,128.0,64.9,"toshiba transmemory u202 flash drive 128 gb (vit) - minneskort, usb-minne",toshiba,128.0,499.0
3722,altosight_569,altosight_626,0,toshiba exceria n302 sdxc kort 128 gb - minneskort till kamera,toshiba,128.0,699.0,toshiba exceria - carte mã©moire flash - 32 go - microsdhc uhs-i,toshiba,32.0,
3723,altosight_757,altosight_834,0,sandisk usb-stick ultra dual usb type-c 64 gb,sandisk,64.0,29.87,tarjeta de memoria sandisk sdhc 8gb,sandisk,8.0,4.99
3724,altosight_684,altosight_790,0,kingston - flash-speicherkarte - 128 gb - uhs class 3 / class10 -,kingston,128.0,79.95,tesco direct: lexar jumpdrive c20m 128gb usb 3.0 (3.1 gen 1) type-a black silver,lexar,128.0,
3725,altosight_115,altosight_134,0,lexar jumpdrive p20 128gb - pendrive / memoria usb en fnac.es,lexar,128.0,,intenso 3503470 basic line 16 gb usb-stick 16 gb,intenso,16.0,7.99
3726,altosight_072,altosight_382,0,sony - usm32gr&nbsp;nero,sony,32.0,29.9,lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,37.64
3727,altosight_363,altosight_767,0,"toshiba 128gb sdxc 128gb sdxc uhs clase 3 memoria flash - tarjeta de memoria (128 gb, sdxc, clase 3, 260 mb/s, 150 mb/s, uhs)",toshiba,128.0,,usb key 32 gb 2 yr wrnty sony achat dans le rayon clã©s usb usb 2.0,sony,32.0,19.04
3728,altosight_182,altosight_483,0,"samsung galaxy s10 dual sim - 128gb, 8gb, 4g lte, prism black",samsung,,13499.0,sony sd serie n 8gb r15 essential cl 4,sony,8.0,14.9
3729,altosight_268,altosight_366,0,toshiba exceria n302 128gb sd memory card 90 mb/s 4k hd - thn-n302r1280e4,toshiba,128.0,39.99,"sandisk ufm 32gb usb cruzer glide 3.0 32gb usb 3.0 (3.1 gen 1) conector usb tipo a negro, rojo unidad flash usb - memoria usb (32 gb, 3.0 (3.1 gen 1), conector usb tipo a, deslizar, negro, rojo): amazon.es: informã¡tica",sandisk,32.0,17.97
3730,altosight_259,altosight_273,0,"sandisk cruzer glide cz600 32gb sdcz600-032gb usb 3.0 jump drive pen drive flash drive,sandisk,fba_sdcz600-032g-g35",sandisk,32.0,13.97,intenso basic line 3503470 16gb usb 2.0 flash drive,intenso,16.0,8.03
3731,altosight_035,altosight_681,0,clã© usb kingston cl&amp;eacute; usb 16gb kingston dt101 g2 - sous blister (mk483703403),kingston,16.0,13.95,kingston hyperx savage 512 gb,kingston,512.0,364.7
3732,altosight_040,altosight_050,0,"clã© usb lexar 32gb jumpdrive v30 32go usb 2.0 type a vert, blanc lecteur usb flash (mk1344856649)",lexar,32.0,13.92,accessoires montres / bracelets connectã©s sandisk ultra android microsdhc 32g,sandisk,32.0,23.49
3733,altosight_087,altosight_134,0,kingston carte sd professionnelles sda10 256gb uhs-i sdhc sdxc classe 10 - 256go,kingston,256.0,,intenso 3503470 basic line 16 gb usb-stick 16 gb,intenso,16.0,7.99
3734,altosight_728,altosight_736,0,pny attachã© 4 - usb-flashstation - 128 gb\n,pny,128.0,36.51,sandisk ultra plus microsdxc 64 gb 80 mb / seconde uhs-i geheugenkaart met sd-adapter\n,sandisk,64.0,50.04
3735,altosight_363,altosight_369,0,"toshiba 128gb sdxc 128gb sdxc uhs clase 3 memoria flash - tarjeta de memoria (128 gb, sdxc, clase 3, 260 mb/s, 150 mb/s, uhs)",toshiba,128.0,,"toshiba exceria pro - n401 128gb sdxc uhs-i clase 3 memoria flash - tarjeta de memoria (sdxc, uhs-i, clase 3, negro, a prueba de rayos x, iso 7816-1)",toshiba,128.0,67.0
3736,altosight_637,altosight_791,0,memoria usb lexar jumpdrive c20c 128 gb ipec discount lexar,lexar,128.0,88.14,tesco direct: lexar jumpdrive c20m 32gb usb 3.0 (3.1 gen 1) type-a/type-c black silver,lexar,32.0,
3737,altosight_608,altosight_801,0,sandisk microsdhc (4gb) + adapter photo microsdhc,sandisk,4.0,7.99,tesco direct: sandisk ultra usb flash drive,sandisk,8.0,12.0
3738,altosight_244,altosight_748,0,"toshiba 64gb exceria microsd - memory cards (microsdxc, black, uhs-i, microsd, water resistant, x-ray-proof, jewel case)",toshiba,64.0,40.5,shop samsung galaxy a30 dual sim black 64gb 4g lte online in egypt,samsung,,3700.0
3739,altosight_340,altosight_463,0,sandisk 8 gb tarjeta de memoria flash sdhc de clase 2 sdsdb-8192-a11: amazon.es: informã¡tica,sandisk,8.0,20.62,"scheda memoria microsdhc sandisk ultra plus, classe 10, velocitã  di lettura fino a 80&nbsp;mb/s + adattatore sd 128 gb,sandisk,sdsqusc-128g-gn6ma",sandisk,128.0,90.65
3740,altosight_575,altosight_816,0,"toshiba exceria pro n401 sdxc kort 64 gb - minneskort, usb-minne",toshiba,64.0,499.0,"lexar jumpdrive s70 16gb usb 2.0 tipo-a grigio, arancione unitã  flash usb",lexar,16.0,19.9
3741,altosight_107,altosight_358,0,memoria usb sony micro vault style 4 gb color rosa pendrive en fnac.es,sony,4.0,,"toshiba 32 gb exceria pro 32gb sdhc uhs clase 3 memoria flash - tarjeta de memoria (32 gb, sdhc, clase 3, 260 mb/s, 240 mb/s, uhs)",toshiba,32.0,76.67
3742,altosight_067,altosight_578,0,lexar - jumpdrive usb 2.0 16gb&nbsp;grey/orange,lexar,16.0,19.9,sandisk extreme pro microsdhc minneskort 16 gb - minneskort till mobil,sandisk,16.0,379.0
3743,altosight_359,altosight_670,0,"toshiba 64gb exceria pro 64gb sdhc uhs clase 3 memoria flash - tarjeta de memoria (64 gb, sdhc, clase 3, 260 mb/s, 240 mb/s, uhs)",toshiba,64.0,147.9,clã© usb sandisk glide 128 gb 3.0\n,sandisk,128.0,64.91
3744,altosight_237,altosight_364,0,"lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar media inc,ljdp20-32gcrbeu",lexar,32.0,27.81,kingston sdc10g2/8gb - tarjeta microsd de 8gb (clase 10 uhs-i 45mb/s) con adaptador sd,kingston,8.0,
3745,altosight_259,altosight_529,0,"sandisk cruzer glide cz600 32gb sdcz600-032gb usb 3.0 jump drive pen drive flash drive,sandisk,fba_sdcz600-032g-g35",sandisk,32.0,13.97,disque dur externe sony hd-sl 1 to - hd-sl 1 seu 1 to,sony,1024.0,109.9
3746,altosight_536,altosight_733,0,clã© usb kingston cl&amp;eacute; usb 32gb kingston dt101 g2 - sous blister (mk935278601),kingston,32.0,28.36,sandisk sdhc 32gb 80mb/s cl10\n,sandisk,32.0,27.04
3747,altosight_049,altosight_241,0,accessoires montres / bracelets connectã©s sandisk carte mã©moire sdxc sandisk extreme 128 go,sandisk,32.0,46.83,toshiba exceria pro n101 32gb sd memory card 260 mb/s - thn-n101k0320e6,toshiba,32.0,62.84
3748,altosight_038,altosight_511,0,clã© usb kingston kingston clã© usb 16 go datatraveler g2 101 (mk1574653819),kingston,16.0,14.61,sandisk ultra plus class 10 sdxc memory card - 64 gb,sandisk,64.0,39.99
3749,altosight_142,altosight_435,0,"sony sf8u, sd full size sd speicherkarte, 8 gb, 90 mb/s",sony,8.0,8.99,"lexar ljds70-16gabeu jumpdrive s70 chiavetta usb 2.0, 16 gb, grigio",lexar,16.0,11.99
3750,altosight_021,altosight_216,0,carte micro sd sandisk extreme plus micro sdhc 16 go - msd 16gb ext plus v2 (4144520),sandisk,16.0,46.32,"pendrive de 32gb lexar jumpdriveâ® s25, usb 3.0, 130mb/s (mod.referenci",lexar,32.0,
3751,altosight_483,altosight_597,0,sony sd serie n 8gb r15 essential cl 4,sony,8.0,14.9,usb flash kingston hyperx savage 512gb usb 3.1 ?ernã½/?ervenã½,kingston,512.0,6210.0
3752,altosight_716,altosight_773,0,sony micro sdxc 128gb sdhc uhs-i u3+ adaptã©r,sony,128.0,,"intenso premium line, usb-stick, usb 3.0, 64 gb",intenso,64.0,29.99
3753,altosight_006,altosight_582,0,sandisk tarjeta micro sdhc extrem pro 16gb hc 95mb clase 10 - tarjetas - accesorios,sandisk,16.0,29.0,kingston sdxc 128gb class 10 uhs\-i u3,kingston,128.0,219.0
3754,altosight_006,altosight_371,0,sandisk tarjeta micro sdhc extrem pro 16gb hc 95mb clase 10 - tarjetas - accesorios,sandisk,16.0,29.0,"toshiba exceria pro - n401 32gb sdhc uhs-i clase 3 memoria flash - tarjeta de memoria (sdhc, uhs-i, clase 3, negro, a prueba de rayos x, iso 7816-1)",toshiba,32.0,
3755,altosight_124,altosight_753,0,tarjeta microsdxc samsung clase 10 128gb pro con adaptador,samsung,128.0,99.99,shop samsung samsung galaxy note9 dual sim midnight black 512gb 4g lte online in egypt,samsung,,13999.0
3756,altosight_033,altosight_798,0,clã© usb intenso cl&amp;eacute; usb 64gb intenso flashdrive premium line 3.0 - blister aluminium (mk935883101),intenso,64.0,39.22,tesco direct: pny attach 4 8gb usb 2.0 type-a black flash drive,pny,8.0,
3757,altosight_121,altosight_272,0,tarjeta microsdhc sandisk extreme pro uhs-1 16gb en fnac.es,sandisk,16.0,15.59,intenso 3502450 4gb rainbow usb 2.0 flash drive - transparent blue,intenso,4.0,8.28
3758,altosight_530,altosight_532,0,disque dur ssd sony sony ssd externe 256 go,sony,256.0,159.9,clã© usb intenso cl&amp;eacute; usb 4gb intenso rainbow line - sous blister (mk483972804),intenso,4.0,8.05
3759,altosight_202,altosight_477,0,"kingston hxs3, 512gb, 3.1 - mediamarkt.es",kingston,512.0,296.0,kingston sd kaart uhs-i 128gb,kingston,128.0,66.5
3760,altosight_421,altosight_811,0,"carte mã©moire microsdhc sandisk ultra plus 32 go, classe 10, vitesse de lecture allant jusqu'ã  80 mo/s + adaptateur sd",sandisk,32.0,19.99,tesco direct: toshiba 64gb exceria pro sdhc uhs class 3 memory card,toshiba,64.0,114.98
3761,altosight_290,altosight_460,0,toshiba exceria pro n401 128gb sd memory card 95 mb/s 4k - thn-n401s1280e4,toshiba,128.0,52.99,"lexar jumpdrive c20m unitã  flash microusb, 128 gb",lexar,128.0,58.05
3762,altosight_287,altosight_753,0,toshiba exceria pro n101 32gb sd memory card 260 mb/s - thn-n101k0320e6,toshiba,32.0,59.56,shop samsung samsung galaxy note9 dual sim midnight black 512gb 4g lte online in egypt,samsung,,13999.0
3763,altosight_278,altosight_290,0,lexar jumpdrive c20m 32gb micro-usb flash drive,lexar,32.0,19.28,toshiba exceria pro n401 128gb sd memory card 95 mb/s 4k - thn-n401s1280e4,toshiba,128.0,52.99
3764,altosight_577,altosight_737,0,sandisk ultra dual usb-c 3.1 flash drive 64 gb - diverse mobiltillbehã¶r,sandisk,64.0,349.0,shop samsung 32-inch flat hd led tv series 5 ua32n5000 black online in egypt,samsung,,3199.0
3765,altosight_163,altosight_614,0,"intenso premium line, usb-stick, usb 3.0, 8 gb",intenso,8.0,8.99,sony usm-ca microvault usb 3.1 16 gb â silber,sony,16.0,23.5
3766,altosight_579,altosight_710,0,sony expert sr-g1ux2a micro sdxc minneskort 128 gb - minneskort till mobil,sony,128.0,1899.0,"toshiba exceria pro n101, 32 gb",toshiba,32.0,94.95
3767,altosight_264,altosight_417,0,"kingston sdcit/8gb microsdhc 8 gb uhs-i class 10 industrial temperature card + sd adapter, black",kingston,8.0,9.67,pny p-fd32gotgslmb-ge clã© usb otg micro 32 go,pny,32.0,16.49
3768,altosight_254,altosight_676,0,toshiba exceria pro n101 128gb sd memory card 260 mb/s 4k - thn-n101k1280e6,toshiba,128.0,148.97,intenso premium line 64gb usb 3.0 (3534490)\n,intenso,64.0,41.15
3769,altosight_132,altosight_476,0,"kingston ultimate sdhc 16gb, uhs-i/class 10 (sda10/16gb)",kingston,16.0,17.99,8gb micro sdhc class 10 uhs-i 45r flash card single pack w/o adapter,kingston,8.0,11.99
3770,altosight_254,altosight_472,0,toshiba exceria pro n101 128gb sd memory card 260 mb/s 4k - thn-n101k1280e6,toshiba,128.0,148.97,"pny attachã© 4 2.0 128gb 128gb usb 2.0 usb type-a connector black usb flash drive - usb flash drives (128 gb, 2.0, usb type-a connector, 25 mb/s, slide, black),pny,fd128att4-ef",pny,128.0,39.0
3771,altosight_201,altosight_403,0,"toshiba sdhc exceria pro 64gb, silber",toshiba,64.0,54.95,lexar p20 128go usb 3.0 jumpdrive - ljdp20-128crbeu,lexar,128.0,87.85
3772,altosight_058,altosight_469,0,samsung microsd evo plus 16gb 80 mb\/s,samsung,16.0,29.99,"toshiba exceria pro - n401 32gb sdhc uhs-i class 3 memory card - memory cards (32 gb, sdhc, class 3, 95 mb/s, 75 mb/s, uhs-i)",toshiba,32.0,
3773,altosight_229,altosight_572,0,"sony 8gb sdhc secure digital flash memory card - performance series class 10 uhs-1 (read 90mb/s) - sf8u,sony,can985",sony,8.0,14.4,sandisk sdhc 8gb minneskort - minneskort till kamera,sandisk,8.0,99.0
3774,altosight_047,altosight_670,0,carte xqd lexar xqd pro 32 go 1400x (mk937093372),lexar,32.0,87.45,clã© usb sandisk glide 128 gb 3.0\n,sandisk,128.0,64.91
3775,altosight_122,altosight_730,0,memoria sdhc sony 8gb class 10 / uhs i,sony,8.0,9.99,sandisk extreme pro - flashgeheugenkaart - 8 gb - sdhc uhs-i\n,sandisk,8.0,66.18
3776,altosight_532,altosight_743,0,clã© usb intenso cl&amp;eacute; usb 4gb intenso rainbow line - sous blister (mk483972804),intenso,4.0,8.05,shop samsung galaxy a10 dual sim blue 32gb 4g lte online in egypt,samsung,,1999.0
3777,altosight_317,altosight_381,0,toshiba thn-n101k0320e6 32gb exceria pro n101 sd karte,toshiba,32.0,74.99,lexar p20 128gb usb 3.0 jumpdrive - ljdp20-128crbeu,lexar,128.0,108.9
3778,altosight_154,altosight_170,0,lexar jumpdrive s25 64gb,lexar,64.0,34.99,lexar 8gb 300x premium ii sdhc card,lexar,8.0,11.99
3779,altosight_148,altosight_276,0,sony 32gb pendrive usm32gr,sony,32.0,8999.0,lexar v30 32gb jumpdrive usb 2.0 flash drive memory stick - green,lexar,32.0,8.99
3780,altosight_005,altosight_272,0,lexar xqd 32gb x1400 professional xqd +kupon premium -50% na ab fotoksi??k? - abfoto,lexar,32.0,329.0,intenso 3502450 4gb rainbow usb 2.0 flash drive - transparent blue,intenso,4.0,8.28
3781,altosight_057,altosight_411,0,sandisk sdhc 8go - sdhc8go,sandisk,8.0,28.18,lexar ljdc20m-128bbeuk clã© usb 3.0 128 go,lexar,128.0,65.27
3782,altosight_293,altosight_792,0,toshiba exceria sdhc 32 gb uhs-i (u3 - up to 95mb/s read) flash memory card: toshiba,toshiba,32.0,29.42,tesco direct: lexar jumpdrive p20 32gb usb 3.0 (3.1 gen 1) type-a black flash drive,lexar,32.0,43.91
3783,altosight_328,altosight_406,0,toshiba thn-m401s0160e2 exceria pro m401 flash-speicher 16gb,toshiba,16.0,18.78,lexar p20 32go usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,46.02
3784,altosight_062,altosight_161,0,samsung - evo+ mb-mc16d 16gb&nbsp;rosso/bianco,samsung,16.0,9.0,carte xqd lexar 32go 1400x,lexar,32.0,78.0
3785,altosight_593,altosight_688,0,pam??ovã¡ karta samsung micro sdxc pro+ 128gb uhs-i u3 (95r/90w) + adapter,samsung,128.0,1997.0,pny attachã© 4 - usb-flash-laufwerk - 8 gb - usb 2.0,pny,8.0,9.95
3786,altosight_530,altosight_558,0,disque dur ssd sony sony ssd externe 256 go,sony,256.0,159.9,intenso usb-stick 3.0 premium line 64gb usb 3.0,intenso,64.0,34.99
3787,altosight_581,altosight_798,0,kingston sdhc class 10 uhs-i 16gb,kingston,16.0,24.99,tesco direct: pny attach 4 8gb usb 2.0 type-a black flash drive,pny,8.0,
3788,altosight_084,altosight_797,0,toshiba exceria pro - carte mã©moire flash - 32 go - sdhc uhs-ii,toshiba,32.0,,tesco direct: lexar jumpdrive v30 32 gb usb 2.0 flash drive - green,lexar,32.0,16.33
3789,altosight_042,altosight_222,0,"clã© usb lexar jumpdrive c20m 128gb 128gb usb 3.0 (3.1 gen 1) type-a noir, argent lecteur usb flash (mk1902705846)",lexar,128.0,57.8,transcend ts64gsd2u3 | card sd secure digital | storage media | re ... - new,transcend,64.0,99.41
3790,altosight_104,altosight_399,0,memoria usb lexar jumpdrive s70 16gb pendrive en fnac.es,lexar,16.0,,kingston datatraveler 101 generation 2 (g2) clã© usb 32 go mauve - emballage &quot;dã©baller sans s'ã©nerver&quot;,kingston,32.0,21.86
3791,altosight_191,altosight_614,0,karta toshiba microsdhc 32gb uhs,toshiba,32.0,119.0,sony usm-ca microvault usb 3.1 16 gb â silber,sony,16.0,23.5
3792,altosight_366,altosight_802,0,"sandisk ufm 32gb usb cruzer glide 3.0 32gb usb 3.0 (3.1 gen 1) conector usb tipo a negro, rojo unidad flash usb - memoria usb (32 gb, 3.0 (3.1 gen 1), conector usb tipo a, deslizar, negro, rojo): amazon.es: informã¡tica",sandisk,32.0,17.97,tesco direct: sony 16gb sdhc memory card,sony,16.0,22.65
3793,altosight_354,altosight_582,0,lexar jumpdrive s25 16gb usb 3.0 flash drive ljds25-16gabeu (teal),lexar,16.0,11.73,kingston sdxc 128gb class 10 uhs\-i u3,kingston,128.0,219.0
3794,altosight_724,altosight_834,0,kingston ultimate - flashgeheugenkaart - 16 gb - sdhc\n,kingston,16.0,20.02,tarjeta de memoria sandisk sdhc 8gb,sandisk,8.0,4.99
3795,altosight_354,altosight_718,0,lexar jumpdrive s25 16gb usb 3.0 flash drive ljds25-16gabeu (teal),lexar,16.0,11.73,sony sdhc 16gb class 4,sony,16.0,590.0
3796,altosight_090,altosight_433,0,intenso premium line 64gb usb 3.0 (3534490),intenso,64.0,,"sony sf8u scheda sd hc, uhs-i, classe 10, 8 gb, nero",sony,8.0,
3797,altosight_122,altosight_573,0,memoria sdhc sony 8gb class 10 / uhs i,sony,8.0,9.99,"toshiba exceria pro n401 sdxc kort 128 gb - minneskort, usb-minne",toshiba,128.0,849.0
3798,altosight_419,altosight_823,0,"sandisk cruzer glide 256go usb 2.0 type a noir, rouge lecteur usb flash - lecteurs usb flash (256 go, usb 2.0, type a, slide, noir, rouge, 0 - 45 â°c)",sandisk,256.0,,sony usb-stick 32gb 2.0 usm (usm32gr) bei,sony,32.0,22.9
3799,altosight_216,altosight_813,0,"pendrive de 32gb lexar jumpdriveâ® s25, usb 3.0, 130mb/s (mod.referenci",lexar,32.0,,tesco direct: toshiba exceria pro - n401 32gb sdhc uhs-i class 3 memory card,toshiba,32.0,36.65
3800,altosight_061,altosight_570,0,pny attache 4 8gb usb 2.0 (czarny),pny,8.0,24.99,"toshiba transmemory u202 flash drive 128 gb (vit) - minneskort, usb-minne",toshiba,128.0,499.0
3801,altosight_162,altosight_187,0,"intenso 3503470 basic line 16 gb, usb-stick, usb 2.0, 16 gb",intenso,16.0,7.99,karta pami?ci samsung 128gb microsdxc pro mb,samsung,128.0,369.0
3802,altosight_204,altosight_456,0,lexar jumpdrive c20c 128gb 128gb usb 3.0 (3.1 gen 1) conector usb tipo,lexar,128.0,63.99,"toshiba 64gb exceria pro 64gb sdhc uhs class 3 memory card - memory cards (64 gb, sdhc, class 3, 260 mb/s, 240 mb/s, uhs)",toshiba,64.0,151.5
3803,altosight_339,altosight_609,0,"intenso rainbow line - memoria usb2.0 de 4 gb, color negro",intenso,4.0,5.98,kingston sdhc class 4 (4gb) speicherkarte,kingston,4.0,9.99
3804,altosight_116,altosight_507,0,toshiba usb 3.0 128gb - pendrive / memoria usb en fnac.es,toshiba,128.0,,sandisk ultra plus class 10 sd memory card - 32 gb,sandisk,32.0,29.99
3805,altosight_299,altosight_323,0,kingston datatraveler 101 gen 2 16gb usb drive - black,kingston,16.0,,lexar ljdc20c-128bbeuk jumpdrive c20c usb type-c-flash-laufwerk 128gb,lexar,128.0,65.52
3806,altosight_281,altosight_514,0,lexar p20 32gb usb 3.0 jumpdrive - ljdp20-32gcrbeu,lexar,32.0,30.86,karta pami?ci sony microsdhc 8 gb c4 + adapter,sony,8.0,49.0
3807,altosight_594,altosight_792,0,usb flash kingston datatraveler g4 64gb fialovã½,kingston,64.0,1227.0,tesco direct: lexar jumpdrive p20 32gb usb 3.0 (3.1 gen 1) type-a black flash drive,lexar,32.0,43.91
3808,altosight_144,altosight_719,0,"toshiba exceria pro n401 , 32 gb",toshiba,32.0,35.99,sony sdhc 8gb class 10 uhs-i,sony,8.0,350.0
3809,altosight_454,altosight_833,0,lexar premium ii 300x 8gb sdhc u1 scheda di memoria - lsd8gbbbeu300,lexar,8.0,10.99,tarjeta de memoria sandisk extreme pro sdhc 8gb,sandisk,8.0,22.97
3810,altosight_052,altosight_827,0,carte mã©moire sandisk microsdhc 16go sandisk extreme pro cl10 uhs-i 95mbs/633x bulk/mini case (mk93587531),sandisk,16.0,41.16,pendrive 8gb pny attachã©4 2.0 negro,pny,8.0,8.99
3811,altosight_273,altosight_418,0,intenso basic line 3503470 16gb usb 2.0 flash drive,intenso,16.0,8.03,"pny technologies fd128att430-ef attache 3.0â 4â -â mã©moire usb,pny,fd128att4-ef",pny,128.0,12.64
3812,altosight_223,altosight_291,0,"sony micro vault mach usm32gqx drive,sony,usm32gqx/b",sony,32.0,38.3,toshiba exceria pro n401 32gb sd memory card 95 mb/s 4k hd - thn-n401s0320e4,toshiba,32.0,24.99
3813,altosight_293,altosight_518,0,toshiba exceria sdhc 32 gb uhs-i (u3 - up to 95mb/s read) flash memory card: toshiba,toshiba,32.0,29.42,clã© usb lexar jumpdrive s25 32gb (4110331),lexar,32.0,16.9
3814,altosight_529,altosight_662,0,disque dur externe sony hd-sl 1 to - hd-sl 1 seu 1 to,sony,1024.0,109.9,tarjeta sd 8 gb lexar (45 mb/sg  300x) premium ii,lexar,8.0,8.0
