_id,name,address,year,agency,source,counselor,amount,status
funding_07748,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 Seventh Avenue, 6th Floor New York, NY 10001",2011,DFTA,Aging,Quinn,7500.0,Cleared
funding_07749,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 Seventh Avenue, 6th Floor New York, NY 10001",2011,DFTA,Local,CC,100000.0,Cleared
funding_07750,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 Seventh Avenue, 6th Floor New York, NY 10001",2011,DFTA,NORC,,63000.0,Cleared
funding_07751,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 Seventh Avenue, 6th Floor New York, NY 10001",2011,DOHMH,Geriatric Mental Health Initiative,,84000.0,Cleared
funding_07752,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001-1120",2012,DFTA,Aging,Mark-Viverito,5000.0,Cleared
funding_07753,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001 ",2012,DFTA,Aging,Lappin,5000.0,Cleared
funding_07754,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Brewer,3500.0,Cleared
funding_07755,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Chin,3500.0,Cleared
funding_07756,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001 ",2012,DFTA,Aging,Dickens,5000.0,Cleared
funding_07757,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001 ",2012,DFTA,Local,Palma,5000.0,Cleared
funding_07758,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 Seventh Avenue Manhattan, NY 10001",2012,DOHMH,Geriatric Mental Health Services,,84000.0,Cleared
funding_07759,"Services and Advocacy for GLBT Elders, Inc. (SAGE) Ì¢åÛåÒ SAGE Harlem NORC",,2012,DFTA,NORC Supportive Service Program,,63000.0,Cleared
funding_07760,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001-1120",2012,DFTA,Aging,Jackson,3500.0,Cleared
funding_07761,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Lander,3500.0,Cleared
funding_07762,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001-1120",2012,DFTA,Aging,Mendez,3500.0,Cleared
funding_07763,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Quinn,7500.0,Cleared
funding_07764,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Van Bramer,5000.0,Cleared
funding_07765,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Aging,Williams,5000.0,Cleared
funding_07766,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2012,DFTA,Local,CC,100000.0,Cleared
funding_07767,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Chin,3500.0,Cleared
funding_07768,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Brewer,3500.0,Cleared
funding_07769,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Dickens,4000.0,Cleared
funding_07770,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Van Bramer,5000.0,Cleared
funding_07771,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001 ",2013,DFTA,Aging,Palma,5000.0,Cleared
funding_07772,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Jackson,3963.0,Cleared
funding_07773,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave 15th Floor New York, NY 10001",2013,DFTA,Aging,Lappin,5000.0,Cleared
funding_07774,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Viverito,5000.0,Cleared
funding_07775,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Aging,Mendez,4000.0,Cleared
funding_07776,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave 15th Floor New York, NY 10001",2013,DFTA,Aging,Quinn,7500.0,Cleared
funding_07777,"Services and Advocacy for GLBT Elders, Inc. (SAGE)","305 7th Ave New York, NY 10001",2013,DFTA,Local,CC,100000.0,Pending
funding_07778,"Services and Advocacy for GLBT Elders, Inc. (SAGE Ì¢åÛåÒ SAGE Harlem NORC)",,2013,DFTA,NORC Supportive Service Program,,63000.0,Pending
funding_07779,"New York Road Runners, Inc.","9 East 89th Street New York, NY 10128",2011,DYCD,Youth,Garodnick,3500.0,Cleared
funding_07780,"New York Road Runners, Inc.","9 East 89th Street New York, NY 10128",2012,DYCD,Local,Jackson,4000.0,Cleared
funding_07781,"New York Road Runners, Inc.","9 East 89th Street New York, NY 10128",2012,DYCD,Local,Recchia,10000.0,Cleared
funding_07782,"New York Road Runners, Inc.","9 East 89th Street New York, NY 10128",2012,DYCD,Youth,Garodnick,3500.0,Cleared
funding_07783,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048 ",2013,DPR,Boro,Manhattan Delegation,3500.0,Pending
funding_07784,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033",2011,DSBS,Local,Rodriguez,5000.0,Cleared
funding_07785,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033",2011,DPR,Local,Jackson,10000.0,Cleared
funding_07786,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048",2012,DPR,Local,Jackson,10000.0,Cleared
funding_07787,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048 ",2012,DSBS,Local,Rodriguez,0.0,CBO Defunded
funding_07788,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048 ",2012,DSBS,Local,Rodriguez,9000.0,Cleared
funding_07789,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048 ",2013,DPR,Local,Jackson,10000.0,Pending
funding_07790,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033-7048",2013,DSBS,Local,Rodriguez,4000.0,Pending
funding_07791,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033",2013,DYCD,Boro,Manhattan Delegation,3500.0,Cleared
funding_07792,Washington Heights and Inwood Development Corporation ,"57 Wadsworth Avenue New York, NY 10033",2013,DYCD,Local,Rodriguez,4000.0,Pending
funding_07793,"Arts Connection, Inc.","520 Eighth Avenue, Suite 321 New York, NY 10018",2010,DCA,CASA,Lappin,20000.0,Pending
funding_07794,"Arts Connection, Inc.","520 Eighth Avenue, Suite 321 New York, NY 10018",2010,DCA,CASA,Lappin,20000.0,Pending
funding_07795,"Arts Connection, Inc.","520 Eighth Avenue, Suite 321 New York, NY 10018",2010,DCA,CASA,Mendez,20000.0,Pending
funding_07796,"Arts Connection, Inc.","520 Eighth Avenue, Suite 321 New York, NY 10018",2010,DCA,CASA,Oddo,20000.0,Pending
funding_07797,"Arts Connection, Inc.","520 Eigtht Avenue, #321 New York, NY 10018",2011,DYCD,Youth,Mendez,3500.0,Cleared
funding_07798,"Arts Connection, Inc.","520 8th Avenue, Suite 331 New York, NY 10018",2011,DCA,CASA,Lappin,20000.0,Cleared
funding_07799,"Arts Connection, Inc.","520 8th Avenue, Suite 331 New York, NY 10018",2011,DCA,CASA,Lappin,20000.0,Cleared
funding_07800,"Arts Connection, Inc.","520 8th Avenue, Suite 331 New York, NY 10018",2011,DCA,CASA,Garodnick,20000.0,Cleared
funding_07801,Arts Connection,"520 Eighth Avenue, Suite 321 New York, NY 10018",2012,DCA,Cultural After-School Adventure (CASA) ,Garodnick,20000.0,Cleared
funding_07802,"Arts Connection, Inc","520 8th Avenue, Suite 331 New York, New York 10018",2012,DCA,Cultural After-School Adventure (CASA) ,Lappin,20000.0,Cleared
funding_07803,"Arts Connection, Inc.","520 Eighth Avenue, Suite 321 New York, NY 10018",2012,DCA,Cultural After-School Adventure (CASA) ,Lander,20000.0,Cleared
funding_07804,"Arts Connection, Inc.","520 Eighth Avenue New York, NY 10018",2012,DYCD,Youth,Mendez,3500.0,Cleared
funding_07805,"Arts Connection, Inc. ","520 Eighth Avenue, Suite 321 New York, NY 10018",2012,DCA,Cultural After-School Adventure (CASA) ,Mendez,20000.0,Cleared
funding_07806,Community Resource Center For The Developmentally Disabled Inc.,"378 E 151st Street Bronx, NY 10451-2699",2013,DOHMH,Local,Arroyo,11000.0,Pending
funding_07807,Council of Senior Center Services (CSCS),"49 West 15th Street New York, NY 10036",2011,DFTA,Local,CC,20000.0,Cleared
funding_07808,Council of Senior Center Services (CSCS),"49 West 45th Street New York, NY 10036",2012,DFTA,Local,CC,20000.0,Cleared
funding_07809,Council of Senior Center Services (CSCS),"49 West 45th Street New York, NY 10036",2012,DFTA,Local,Lappin,10000.0,Cleared
funding_07810,Council of Senior Center Services (CSCS),"49 West 45th Street New York, NY 10036",2013,DFTA,Local,Lappin,10000.0,Cleared
funding_07811,"Council of Senior Centers and Services of New York City, Inc.","49 West 45th Street New York, NY 10036",2013,DFTA,Local,CC,20000.0,Pending
funding_07812,First Hispanic United Methodist Church,"163 East 111th Street Manhattan, NY 10029",2012,DOHMH,HIV/AIDS Faith Based Initiative,,6400.0,Pending
funding_07813,"H.T Dance Company, Inc./Chen Dance Center","70 Mulberry Street, 2nd Fl New York, NY 10013",2010,DCA,CASA,Gerson,20000.0,Pending
funding_07814,Northern Manhattan Improvement Corporation,,2010,DYCD,IOI,Manhattan,25000.0,Pending
funding_07815,Northern Manhattan Improvement Corporation ,,2012,OCJC,Legal Services for the Working Poor,,239674.0,Cleared
funding_07816,Northern Manhattan Improvement Corporation ,"76 Wadsworth Avenue New York, NY 10033",2011,MISC,DoVE,,86541.67,Cleared
funding_07817,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2011,HPD,Local,Jackson,34000.0,Cleared
funding_07818,Northern Manhattan Improvement Corporation ,"76 Wadsworth Avenue New York, NY 10033",2011,MISC,Legal Services for the Working Poor,,239674.0,Cleared
funding_07819,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2011,DYCD,Adult Literacy,,30952.38,Cleared
funding_07820,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2011,HPD,Housing Presevation Initiative,,60000.0,Cleared
funding_07821,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2011,HPD,Legal Services/Anti-Eviction,,80409.0,Cleared
funding_07822,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2011,DYCD,IOI,Manhattan,23137.5,Cleared
funding_07823,Northern Manhattan Improvement Corporation ,"76 Wadsworth Avenue New York, NY 10033",2012,MISC,Domestic Violence and Empowerment (DoVE) Initiative,,79257.0,Cleared
funding_07824,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2012,DYCD,Adult Literacy Services Initiative,,30000.0,Cleared
funding_07825,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2012,DYCD,Immigrant Opportunities Initiative,Manhattan,23138.0,Cleared
funding_07826,Northern Manhattan Improvement Corporation,"76 Wadsworth Avenue New York, NY 10033",2012,HPD,Local,Jackson,34000.0,Cleared
funding_07827,Northern Manhattan Improvement Corporation,,2012,HPD,Housing Preservation Initiative,,50000.0,Cleared
funding_07828,Northern Manhattan Improvement Corporation,,2012,HPD,Anti Eviction and SRO Legal Services,,80409.0,Cleared
funding_07829,Northern Manhattan Improvement Corporation,"76 Wadsworth Ave New York, NY 10033",2013,DYCD,Local,Rodriguez,3000.0,Pending
funding_07830,Northern Manhattan Improvement Corporation,"76 Wadsworth Ave. New York, NY 10033",2013,HPD,Anti Eviction and SRO Legal Services,,80409.0,Pending
funding_07831,Northern Manhattan Improvement Corporation,"76 Wadsworth Ave. New York, NY 10033",2013,HPD,Housing Preservation Initiative,,50000.0,Pending
funding_07832,Northern Manhattan Improvement Corporation,"76 Wadsworth Ave New York, NY 10033",2013,HPD,Local,Jackson,25000.0,Pending
funding_07833,Northern Manhattan Improvement Corporation ,"76 Wadsworth Avenue New York, NY 10033",2013,OCJC,Domestic Violence and Empowerment (DoVE Initiative,,86542.0,Pending
funding_07834,Northern Manhattan Improvement Corporation ,"76 Wadsworth Avenue New York, NY 10033",2013,OCJC,Legal Services for the Working Poor,,239674.0,Pending
funding_07835,"Northfield Community LDC of Staten Island, Inc.","160 Herberton Avenue Staten Island, NY 10302",2011,DSBS,Local,Oddo,3000.0,Cleared
funding_07836,"Northfield Community LDC of Staten Island, Inc.","160 Herberton Avenue Staten Island, NY 10302",2011,DSBS,Local,Rose,5000.0,Cleared
funding_07837,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY 10302",2011,HPD,Community Consultants,,15860.0,Cleared
funding_07838,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY 10302-1403",2012,DSBS,Local,Oddo,3000.0,Cleared
funding_07839,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY 10302-1403",2012,DSBS,Local,Rose,5000.0,Cleared
funding_07840,"Northfield Community LDC of Staten Island, Inc.",,2012,HPD,Community Consultants,,15860.0,Cleared
funding_07841,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY 10302",2013,DSBS,Local,Oddo,3000.0,Pending
funding_07842,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY",2013,DSBS,Local,Rose,10000.0,Pending
funding_07843,"Northfield Community LDC of Staten Island, Inc.","160 Heberton Avenue Staten Island, NY 10302",2013,HPD,Community Consultants,,15860.0,Pending
funding_07844,"New York City Opera, Inc.","75 Broad Street New York, NY 10004",2013,DCLA,Local,Brewer,3000.0,Cleared
funding_07845,"Art Lab, Inc. The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301",2010,DCA,CASA,Mitchell,20000.0,Pending
funding_07846,"Art Lab, Inc. The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301",2010,DCA,CASA,Mitchell,20000.0,Pending
funding_07847,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace, #1-10 Staten Island, NY 10301",2011,DYCD,Local,Oddo,1000.0,Cleared
funding_07848,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301",2011,DYCD,Local,Ignizio,5000.0,Cleared
funding_07849,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301",2011,DYCD,Youth,Rose,5000.0,Cleared
funding_07850,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301",2012,DYCD,Youth,Rose,5000.0,Cleared
funding_07851,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Building H Staten Island, NY 10301 ",2012,DYCD,Local,Oddo,1000.0,Cleared
funding_07852,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Building H Staten Island, NY 10301",2012,DYCD,Youth,Ignizio,5000.0,Cleared
funding_07853,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301-1114",2013,DYCD,Local,Oddo,1000.0,Pending
funding_07854,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301-1114",2013,DYCD,Youth,Ignizio,5000.0,Cleared
funding_07855,"Art Lab, Inc. - The Art School at Snug Harbor","1000 Richmond Terrace Staten Island, NY 10301-1114",2013,DYCD,Youth,Rose,5000.0,Cleared
funding_07856,"Caring Community, Inc., The","20 Washington Square North New York, NY 10011",2011,DFTA,Aging,Mendez,3500.0,Cleared
funding_07857,"Caring Community, Inc., The","20 Washington Square North New York, NY 10011",2011,DFTA,Aging,Chin,6000.0,Cleared
funding_07858,"Caring Community, Inc., The","20 Washington Square North New York, NY 10011",2011,DFTA,Aging,Quinn,25000.0,Cleared
funding_07859,"Caring Community, Inc., The","20 Washington Square North New York, NY 10011",2012,DFTA,Aging,Quinn,0.0,CBO Defunded
funding_07860,"Caring Community, Inc., The","20 Washington Square North New York, NY 10011",2012,DFTA,Aging,Chin,0.0,CBO Defunded
funding_07861,"New York Women in Film and Television, Inc.","6 East 39th Street, 12th Floor New York, NY 10016",2011,DCA,Local,Brewer,3000.0,Cleared
funding_07862,"New York Women in Film and Television, Inc.","6 East 39th Street 12 Floor New York, NY 10016-0112",2012,DCA,Local,Brewer,3000.0,Cleared
funding_07863,"New York Women in Film and Television, Inc.","6 East 39th Street 12th Floor New York, NY 10016-0112",2013,DCLA,Boro,Manhattan Delegation,3500.0,Cleared
funding_07864,"New York Women in Film and Television, Inc.","6 East 39th Street 12th Floor New York, NY 10016-0112",2013,DCLA,Local,Brewer,3000.0,Cleared
funding_07865,"Staten Island Inter-Agency Council for the Aging, Inc.","460 Brielle Avenue Staten Island, NY 10314",2011,DFTA,Aging,Oddo,5000.0,Cleared
funding_07866,"Staten Island Inter-Agency Council for the Aging, Inc.","460 Brielle Avenue Admin Bldg Rm 123 Staten Island, NY 10314",2012,DFTA,Aging,Oddo,5000.0,Cleared
funding_07867,"Staten Island Inter-Agency Council for the Aging, Inc.","460 Brielle Avenue Admin Bldg Rm 123 Staten Island, NY 10314",2012,DFTA,Aging,Rose,7000.0,Cleared
funding_07868,"Staten Island Inter-Agency Council for the Aging, Inc.","460 Brielle Avenue Admin Bldg Rm 123 Staten Island, NY 10314",2013,DFTA,Aging,Oddo,5000.0,Cleared
funding_07869,"Staten Island Inter-Agency Council for the Aging, Inc.","460 Brielle Avenue Admin Bldg Rm 123 Staten Island, NY 10314",2013,DFTA,Aging,Rose,10000.0,Cleared
funding_07870,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Jackson,2500.0,Cleared
funding_07871,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Boro,Viverito,2500.0,Cleared
funding_07872,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Mendez,3500.0,Cleared
funding_07873,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Boro,"Chin, Mendez, Garodnick, Lappin, Brewer, Jackson, Viverito, Dickens, Rodriguez",3611.0,Cleared
funding_07874,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Chin,5000.0,Cleared
funding_07875,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Palma,5000.0,Cleared
funding_07876,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Dromm,7500.0,Cleared
funding_07877,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DYCD,Local,Gonzalez,10000.0,Cleared
funding_07878,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Palma,10000.0,Cleared
funding_07879,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Rodriguez,10000.0,Cleared
funding_07880,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Palma,15000.0,Cleared
funding_07881,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Foster,22000.0,Cleared
funding_07882,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Ferreras,25000.0,Cleared
funding_07883,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Aging,Viverito,25000.0,Cleared
funding_07884,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DFTA,Local,CC,180000.0,Cleared
funding_07885,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street, Room 615 New York, NY 10010",2011,DOHMH,Geriatric Mental Health Initiative,,79000.0,Cleared
funding_07886,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Mark-Viverito,5000.0,Cleared
funding_07887,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Jackson,2500.0,Cleared
funding_07888,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Mark-Viverito,9000.0,Cleared
funding_07889,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2012,DFTA,Aging,Chin,5000.0,Cleared
funding_07890,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Dromm,7500.0,Cleared
funding_07891,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Ferreras,25000.0,Cleared
funding_07892,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Foster,25000.0,Cleared
funding_07893,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Gonzalez,10000.0,Cleared
funding_07894,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Mark-Viverito,5000.0,Cleared
funding_07895,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Mark-Viverito,5000.0,Cleared
funding_07896,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Mendez,3500.0,Cleared
funding_07897,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Palma,10000.0,Cleared
funding_07898,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Palma,15000.0,Cleared
funding_07899,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Palma,8500.0,Cleared
funding_07900,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Aging,Rodriguez,29000.0,Cleared
funding_07901,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Boro,Mark-Viverito,2500.0,Cleared
funding_07902,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York City, NY 10010",2012,DFTA,Local,CC,170000.0,Cleared
funding_07903,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street Manhattan, NY 10010",2012,DOHMH,Geriatric Mental Health Services,,79000.0,Cleared
funding_07904,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Viverito,5000.0,Cleared
funding_07905,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22Nd Street New York, NY 10010",2013,DFTA,Aging,Palma,10000.0,Cleared
funding_07906,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22Nd Street New York, NY 10010",2013,DFTA,Aging,Palma,15000.0,Cleared
funding_07907,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Ferreras,5000.0,Cleared
funding_07908,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Ferreras,15000.0,Cleared
funding_07909,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Viverito,10000.0,Cleared
funding_07910,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22Nd Street New York, NY 10010",2013,DFTA,Aging,Jackson,5000.0,Cleared
funding_07911,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Foster,21750.0,Cleared
funding_07912,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Rodriguez,20000.0,Cleared
funding_07913,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22Nd Street New York, NY 10010",2013,DFTA,Aging,Mendez,4000.0,Cleared
funding_07914,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Dromm,7500.0,Cleared
funding_07915,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22Nd Street New York, NY 10010",2013,DFTA,Aging,Palma,10000.0,Cleared
funding_07916,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Viverito,2500.0,Cleared
funding_07917,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Chin,5000.0,Cleared
funding_07918,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Aging,Viverito,5500.0,Cleared
funding_07919,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Boro,Manhattan Delegation,3500.0,Cleared
funding_07920,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Boro,Viverito,2500.0,Cleared
funding_07921,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Local,Lappin,5000.0,Pending
funding_07922,"Institute for the Puerto Rican/Hispanic Elderly, Inc.","105 East 22nd Street New York, NY 10010",2013,DFTA,Local,CC,170000.0,Pending
funding_07923,Institute for the Puerto Rican Hispanic Elderly,"1315 Franklin Avenue Bronx, NY 10452",2010,DFTA,Transportation - Operating Costs,,6100.48,Pending
funding_07924,Institute for the Puerto Rican Hispanic Elderly,"105 East 22nd Street, Suite 615 New York, NY 10010",2010,DFTA,Transportation - Operating Costs,,6100.48,Pending
funding_07925,"Mind Builders Creative Arts Center, Inc.","333 East 206th Street Bronx, NY 10467",2011,DYCD,Boro,Seabrook,5000.0,Cleared
